Text,date
RT yogeshkaushik anandmahindra TCS Call sir praising appreciating competitor Spirit need,4/6/2019 12:04
anandmahindra TCS You right Anand Aadhaar way forward Supreme Court set India back years,4/6/2019 12:04
RT CAsandhyaU anandmahindra TCS I similar excellent experience I went renewal Hassle free within smooth Remembering,4/6/2019 12:04
Issk anandmahindra TCS doubt parents passport clearance pending past months yet sign getting MEAQuery rpopatna,4/6/2019 12:03
anandmahindra TCS yes sir TCS professional,4/6/2019 12:02
anandmahindra TCS Credit due say Anand Ji owns TechM praising Tcs So good,4/6/2019 12:00
shantpre republic TCS since long Rajiv became PM,4/6/2019 11:59
anandmahindra TCS We change every aspect life PhirEkBaarModiSarkaar VoteForModiIn,4/6/2019 11:59
TCS Me ,4/6/2019 11:58
dpsatish anandmahindra TCS And joined BJP,4/6/2019 11:58
TCS changed face Passport offices A shining example government must take help p ,4/6/2019 11:57
anandmahindra TCS I sure average time wouldnt minutes,4/6/2019 11:56
anandmahindra TCS This new India transformed last couple years,4/6/2019 11:55
anandmahindra balkrishnareddy TCS You labeled Sanghi amp Bhakt sirji Opposition may go EC agains ,4/6/2019 11:55
If I want medical cannabis Ill go Mass way Im spending money RI Especially governor putti ,4/6/2019 11:54
RT Nothinheremovon anandmahindra TCS I pay Rs update information Aadhaar spent hrs task Maybe level,4/6/2019 11:54
sumanthraman He like Sumanth see party gets credit word appreciation You keep q ,4/6/2019 11:53
anandmahindra TCS Thats spirit sir UFDUFFB praise govt good promptness criticise bad,4/6/2019 11:52
robbo Dont say,4/6/2019 11:51
gyandeepreddy Shouldnt make difference list tcs listed st  billion company,4/6/2019 11:51
anandmahindra TCS Being part TCS Its great feeling listening nice words figure like I ,4/6/2019 11:51
TCS Ramses De Teillee day long UFB,4/6/2019 11:50
anandmahindra TCS Yes new india sir ppl like u one day would proud brands cards ,4/6/2019 11:50
anandmahindra TCS Acknowledging appreciating competition Tcs speaks volume man It takes lot ,4/6/2019 11:49
dpsatish anandmahindra TCS thanks manmohan,4/6/2019 11:48
salunkhevinay anandmahindra TCS Bullshit A week max cases Have good experience Pune Kochi,4/6/2019 11:48
anandmahindra TCS First Send passport think,4/6/2019 11:47
RT gststation Expensive cars jewellery become cheaper TCS GST working Source,4/6/2019 11:47
anandmahindra TCS New passport give surprise look packet I,4/6/2019 11:47
anandmahindra TCS Companies sell overseas get foreign exchange Scope provided digital medi ,4/6/2019 11:46
dpsatish anandmahindra TCS even RTGS went production IBM RBI Credit nehru congress,4/6/2019 11:44
anandmahindra TCS Thats PSKs functioning yrs ever since TCS took process ,4/6/2019 11:44
anandmahindra TCS Hope kind service provided common man tooCongrats achievementIndia changing,4/6/2019 11:44
Issk anandmahindra TCS Infact appreciate owns TechM make sure congratulate TCS lik ,4/6/2019 11:43
anandmahindra TCS The foundation laid Manmohan Singh second term PM India beco ,4/6/2019 11:43
RT nadirypatel Taking steps bring Canada Nepal relationship even greater heights literally Trekking EverestBaseCamp Follo,4/6/2019 11:43
anandmahindra TCS Well Sir thats case common ppl also every passport office Mumbai least,4/6/2019 11:42
This TCSUUFEF ,4/6/2019 11:42
anandmahindra TCS Common man also feel,4/6/2019 11:40
anandmahindra TCS Yes sir Getting passport really trouble free Kudos team TCS,4/6/2019 11:40
Issk anandmahindra TCS It Since last ten yrs maybe,4/6/2019 11:40
Happy see people like anandmahindra also visit passport seva kendra issuing passport new India ,4/6/2019 11:40
anandmahindra TCS Good see passport seva truly reflecting service outlook Example good gov ,4/6/2019 11:39
anandmahindra TCS Now let us see would ordinary citizen,4/6/2019 11:36
anandmahindra TCS Really happy know process robust icons like go personally I ,4/6/2019 11:35
mkprakash varchitra SahukarShivaraj Binuiv anandmahindra TCS Well starters small time politi ,4/6/2019 11:34
anandmahindra TCS Hope government services would much efficient This efficiency come outsourcing,4/6/2019 11:34
anandmahindra TCS Yep Thanks Dr Manmohan Singh NandanNilekani UFFUFF,4/6/2019 11:32
dpsatish anandmahindra TCS Good point Satish Plagiarism Modis forte,4/6/2019 11:31
anandmahindra rsprasad TCS iiscbangalore narendramodi Square means N times Not doublingNegativities ,4/6/2019 11:31
anandmahindra TCS TCS also brought action Congress I believe Congress best party revolu ,4/6/2019 11:30
TCS Don Pasosauced emproduced byReuelEthan  via YouTube go listen show love,4/6/2019 11:30
Hope sings beautiful song morning Claim tune today tcsPACE Hope ,4/6/2019 11:30
Have crazy high five idea Be ready win big Participate HiHONOR contest win HONOR smartphones ,4/6/2019 11:30
TCS Don PasoOnly one I needproduced byReuelEthan  via YouTube,4/6/2019 11:29
anandmahindra TCS It happening Hyderabad long time ago,4/6/2019 11:29
TCS Don Paso On Tip Produced byReuelEthan  via YouTube,4/6/2019 11:28
TCS Don Paso I remember  via YouTube go listen newest drop,4/6/2019 11:28
Issk anandmahindra TCS Being Sanghi proud thing Hindustani RSSorg always worked Nation ,4/6/2019 11:28
anandmahindra TCS The business process transformation ease getting work done passport seva kendra ,4/6/2019 11:28
anandmahindra Yes TCS appointed job UPA government good job It ,4/6/2019 11:28
RT AbhijitCMore anandmahindra TCS murderofmerit Sir need support The young India wishes shall chant,4/6/2019 11:27
anandmahindra TCS Anandjiur large hearted live wire u also praised ur competitor TCS kudos,4/6/2019 11:27
RT TcsDon TCS Don PasoGotOffMyAss  via YouTube go listen latest music,4/6/2019 11:27
anandmahindra TCS Good work TCS I also feeling proud today I ex TCSer UF,4/6/2019 11:27
SecsfPizzas said stuff people took wrong way amp meant Thats ,4/6/2019 11:27
RT meommishra ECityRising PranayDubey AbhilashMBLR RandeepDev maniias hdkumaraswamy BBMPMAYOR DrParameshwara CentralIf,4/6/2019 11:27
When walking class bunch TCS patrols see shoe untied letmehelp careforlittles ,4/6/2019 11:27
anandmahindra TCS Anandji This last ten years TCS given contract Oh yes maybe might ,4/6/2019 11:26
mkprakash varchitra SahukarShivaraj Binuiv anandmahindra TCS Who said anything hatred,4/6/2019 11:26
TweetsOfRashmi anandmahindra RavikrishnaI TCS Rayees wear Summer jackets different wo ,4/6/2019 11:25
RT AbhilashMBLR anilvsblr ECityRising PranayDubey RandeepDev maniias hdkumaraswamy BBMPMAYOR DrParameshwara CentralIf,4/6/2019 11:25
anandmahindra TCS We also experienced change th March Pune Passport seva Kendra Received p ,4/6/2019 11:25
Thekalal view Even tcs ,4/6/2019 11:23
TCS Don PasoGotOffMyAss  via YouTube go listen latest music,4/6/2019 11:21
anandmahindra TCS Sir I thought high profile businessman like call deliver ASAP ,4/6/2019 11:20
anandmahindra TCS SirI senior citizen whole heartedly agree sayI senior citiz ,4/6/2019 11:20
Sir tcs exam le rahi hein Gud,4/6/2019 11:19
anandmahindra sharmarm TCS In forum become medium outrage I guilty good ,4/6/2019 11:18
Blueyonetwo Dav Greek Cypriots shouldnt waste time pretending Turkish Cypriot Kemalist fascists amp separatis ,4/6/2019 11:18
StoupasTeresa TCSOkell kimculp This super cool Definitely need,4/6/2019 11:18
anandmahindra TCS True Sir Everywhere get service service also available common peoples ,4/6/2019 11:18
anandmahindra TCS And passport even getting stamped UFUF,4/6/2019 11:18
anandmahindra TCS sir I exemplary experience nobodykudos guys,4/6/2019 11:17
StorMenCS Go FM Scout look TCS,4/6/2019 11:16
anandmahindra TCS TCS done marvelsAnd Infosys runs GST software messed GST,4/6/2019 11:16
anandmahindra TCS And x Minister SushmaSwaraj ji made possible Dynamic PM narendramodi,4/6/2019 11:15
anandmahindra TCS Thank Modiji Sushma ji narendramodi BJPIndia SushmaSwaraj,4/6/2019 11:15
It pleasure see develop musically academically elementary middle school years ,4/6/2019 11:15
anandmahindra TCS Sir Happy know still hold Indian passport,4/6/2019 11:14
anandmahindra TCS So juxtapose photo pages old new passports would literally Mahindra amp Mahindra,4/6/2019 11:14
anandmahindra TCS Nice gesture sir You looks Dashing Kudos Passport seva employees govt IT guys,4/6/2019 11:13
Kesari techlogysite kathiravansudha Issk anandmahindra TCS I got renewed Passport less days,4/6/2019 11:12
markrusselluk childrensociety Congratulations Mark You lucky Im sure know UF two years ,4/6/2019 11:12
anandmahindra TCS I like ur attitude towards time U r leader shld Business leader r n inspiration ,4/6/2019 11:12
anandmahindra TCS Thank SushmaSwaraj ji UFUDUUFEF ,4/6/2019 11:11
anandmahindra TCS UIDAI Aadhaar making lives easy delivering experience digital security scaleUFFUFF ,4/6/2019 11:11
anandmahindra TCS Tell good destination near kolkata sir pleaseUFF,4/6/2019 11:10
anandmahindra TCS I similar experience PSK Ghaziabad last year,4/6/2019 11:09
anandmahindra TCS Because Anand Mahindrahope common Indian share feelingsinclusive happiness,4/6/2019 11:08
anandmahindra TCS Got done last year found extremely streamlined Kudos due,4/6/2019 11:08
RT carewri MCAROC nightmare since charge taken infosys earlier works smoothly tcs regime ,4/6/2019 11:07
RT TyagiParivesh anandmahindra TCS Sir mera desh badal raha hai Aage badh raha hai Be service sector manufacturing sector I,4/6/2019 11:05
Tagging tanmoychak whose leadership TCS project Kudos dada ,4/6/2019 11:05
 Verified  loss  failed chart trade,4/6/2019 11:05
I also want thanks TCS passport ,4/6/2019 11:05
anandmahindra TCS Sir agreed infra changed lot process still common man ,4/6/2019 11:05
boitsheposkhosa You didnt read TCs Cs ,4/6/2019 11:03
anandmahindra TCS I really hope people understand vote sensiblythe momentum gained goi shld keep going,4/6/2019 11:02
anandmahindra TCS Great,4/6/2019 11:01
anandmahindra TCS I wish govt departments officials work way daya dreamdistant,4/6/2019 11:00
anandmahindra TCS Digitalization solution efficiency experience UCUFEF,4/6/2019 11:00
anandmahindra TCS Thanks ministry external affairs And thank SushmaSwaraj making process easy fluid,4/6/2019 11:00
anandmahindra TCS In country local MLA need every government service door stepa man bi ,4/6/2019 11:00
anandmahindra TCS Couple months back I got daughters passports within days non tatkal schem ,4/6/2019 11:00
This awesome Im going borrow ideas new TCS Tinker Lab ,4/6/2019 10:59
Admire humility generosity recognising people ordinary special importantly another ,4/6/2019 10:59
anandmahindra TCS They escaped Passports ,4/6/2019 10:59
syedimtyiaz anandmahindra TCS SushmaSwaraj NoorRahmanIFS As conveyed little earlier issue ,4/6/2019 10:59
anandmahindra TCS Now better ad could conceived,4/6/2019 10:59
dpsatish anandmahindra TCS SMKrishna also says many things INCIndia manifesto dangerous ,4/6/2019 10:58
anandmahindra TCS I wish could away IAS also like,4/6/2019 10:58
dpsatish anandmahindra TCS Never knew TCSr,4/6/2019 10:58
anandmahindra TCS Yes The service vastly improved My wifes passport Normal mode received home days flat,4/6/2019 10:58
sumanthraman anandmahindra true gentleman Had said NDA govt You hooting horns could usef ,4/6/2019 10:58
anandmahindra TCS Big thank SushmaSwaraj Madam Outstanding tenure years along nitingadkari ,4/6/2019 10:58
anandmahindra TCS Something good change rave reviews Pune,4/6/2019 10:58
anandmahindra TCS It needs tremendous amount guts appreciate good work competitor public platform Proud sir,4/6/2019 10:58
anandmahindra TCS Very good,4/6/2019 10:57
anandmahindra TCS We got new passport office mysore long inspite mysore b ,4/6/2019 10:57
anandmahindra TCS Echo words also new amp pleasant experience renew passport This c ,4/6/2019 10:56
anandmahindra TCS Great,4/6/2019 10:55
anandmahindra TCS And much time hands taking photos VIP culture,4/6/2019 10:53
anandmahindra TCS Sir thats called new India UFEEUFF,4/6/2019 10:52
anandmahindra TCS Great UFD,4/6/2019 10:52
What man UFFUFFowns tech mahindrabut full praise TCSwe need men like himUFF ,4/6/2019 10:51
anandmahindra TCS Sir appreciation motivates matters,4/6/2019 10:50
dpsatish anandmahindra TCS SM Krishna vajpayee perfect combination Bangalore time sadly miss,4/6/2019 10:50
anandmahindra TCS My wife asking renew passport asap doubts INCIndia comes po ,4/6/2019 10:49
kathiravansudha Issk anandmahindra TCS Under upa govt I waited months passport sister ,4/6/2019 10:49
anandmahindra TCS Rly stations another place see transformation Obviously perceptible ,4/6/2019 10:49
anandmahindra TCS There another great thing owner one sw company techmahindra appreciating othercompetitor TCS,4/6/2019 10:48
anandmahindra TCS Thats lovely sir I got special treatment The Mumbai Police stalled verification rei ,4/6/2019 10:48
anandmahindra TCS SM Krishna started TCS collaboration He modernized Passport offices made impersonal dur ,4/6/2019 10:48
anandmahindra TCS Passport offices India world class,4/6/2019 10:48
anandmahindra TCS Appreciation criticism people like really mattersthat truly ref ,4/6/2019 10:48
anandmahindra rsprasad TCS flattering govt needlessly u passport u Aadhar whe ,4/6/2019 10:47
TCSOkell kimculp ReneeGoodson want ,4/6/2019 10:47
AgreedThis area MEAIndia amp TCS done great job Passport processing quick across country ,4/6/2019 10:47
anandmahindra TCS TCS pride India,4/6/2019 10:46
anandmahindra TCS Thia new system years old It unbelievable Superfast Same train tickets M ,4/6/2019 10:46
tcsharrogate UFbringing alls read life learning TCSConf,4/6/2019 10:46
anandmahindra TCS Sir I humble say anything true stalwart You appreciate evry small th ,4/6/2019 10:46
anandmahindra TCS Had experience Pune They really improved service standards,4/6/2019 10:46
AbuShalwar Han g hath py likh k apna hath tcs krwa dena apUF Ill never mind,4/6/2019 10:45
RT AlokBadoni anandmahindra TCS TataCompanies Yes sir This new India efficient leadership SushmaSwaraj ,4/6/2019 10:45
anandmahindra TCS This positive news great acknowledge Sir One document really need get work ,4/6/2019 10:44
anandmahindra TCS I also made passport easily without giving money anyone online payment UF,4/6/2019 10:44
anandmahindra TCS credit goes present government smooth Passport Seva indeed narendramodi,4/6/2019 10:43
sumanthraman Why everything UPA NDA More praise TCS runs PSKs across India,4/6/2019 10:43
RT rajpathak anandmahindra TCS Thankyou Dr MMS AADHAR,4/6/2019 10:43
Posts inPunjab Land Record AuthorityDriverOffice BoyElectritionSweperLDate FarmsTCS Ke Sahu ,4/6/2019 10:42
ripple TCS Tata Consultancy Services BaNCS payment system seamlessly connect Ripplenet via rRipple ,4/6/2019 10:42
RahulGandhi INCIndia dont visit corporate campuses like HVL Wipro Infosys TCS etc talk sens ,4/6/2019 10:41
muralimay asifd anandmahindra TCS AskAnshul Thanks Nehru He planted apple convinced eve eat itUFUFUF,4/6/2019 10:41
RT SahukarShivaraj asifd anandmahindra TCS AskAnshul Thank Nehru congressfor creating world UFUFUF pkmkb,4/6/2019 10:41
anandmahindra TCS You inspiration humble attitude success,4/6/2019 10:40
Dear Respected Jobs In Wapda Mangla DamEdu MiddleMatricLDate FarmsTCS Ke Sahulat Dastyab hey DE ,4/6/2019 10:40
anandmahindra TCS Not mumbaiall Indiaitz like corporate companyand employees r busy minding ,4/6/2019 10:40
anandmahindra gchikermane TCS This started previous Govt Similarly smooth efiling websites ,4/6/2019 10:40
anandmahindra TCS In Coimbatore one needs lot documents passport including High school certificates,4/6/2019 10:40
Kesari techlogysite kathiravansudha Issk anandmahindra TCS credit goes present government ,4/6/2019 10:40
LondonMarathon TCSUKI Got app registered bib number Ready longest run km tomorr ,4/6/2019 10:39
anandmahindra TCS Sir I also pleasant experience I taken exactly time mins ,4/6/2019 10:38
anandmahindra TCS Thanks sharing amp praisingUFFUFF,4/6/2019 10:38
Issk anandmahindra TCS So Being Sanghi matter proud rather chamcha Nothing personal,4/6/2019 10:38
ajinathbatule anandmahindra TCS Dont agree sir ji Some kind election going days After ,4/6/2019 10:38
This means banks financial institutions connected TCS BaNCS payment system seamlessly ,4/6/2019 10:37
anandmahindra vyasshruti TCS Very nice appreciating competitor great quality everyone,4/6/2019 10:37
anandmahindra TCS I think number pages passport also increased SushmaSwaraj,4/6/2019 10:37
Yes passport services improved post TCS regime sweet n smooth amp agents ,4/6/2019 10:35
anandmahindra prasannavishy TCS Indeed Great work done Appreciate govt,4/6/2019 10:34
SahukarShivaraj asifd anandmahindra TCS AskAnshul Even Gandhiji created Nehru,4/6/2019 10:34
pawanism Doing good TCS lone unna,4/6/2019 10:34
anandmahindra TCS India amazing place leaders never shy away appreciating truth even ,4/6/2019 10:34
anandmahindra TCS Got mine daughters one weeks time Chennai,4/6/2019 10:33
TCS truly world class experience even I visited Chandigarh passport Kendra way working sho ,4/6/2019 10:33
anandmahindra TCS New India rather say dreaming hope soon services given publi ,4/6/2019 10:33
anandmahindra TCS yes sir pm started pm booklet hand home SushmaSwaraj ,4/6/2019 10:32
anandmahindra TCS True sir dont tell open You vilified stone age minded opposition parties,4/6/2019 10:32
anandmahindra TCS Kabhi UP bhi chale jao Saab pray dont get lynched thank Bjp govt returning back safely,4/6/2019 10:32
anandmahindra TCS The frontend excellent middlewarepeople wait ARPO last signature ,4/6/2019 10:32
anandmahindra TCS Great,4/6/2019 10:31
anandmahindra TCS Wholeheartedly support view sir based experience Gurgaon benchmark ,4/6/2019 10:30
anandmahindra TCS Sir Your mastttt personality UFCUFCUF Pls hmare project ko Thoda sa fund krdo UFFUFF I prom ,4/6/2019 10:29
anandmahindra TCS Hoping see Diplomat maroon colour cover passport soonUFF,4/6/2019 10:29
asifd anandmahindra TCS He mentioned Govt ie Govt India without getting politics Aadhar env ,4/6/2019 10:29
anandmahindra TCS Thanks UPA government,4/6/2019 10:29
anandmahindra rsprasad TCS Mahindra Sir wonderful appreciated work done TCS despite ,4/6/2019 10:28
anandmahindra TCS We used earlier get services Indian Embassy offices outside country ,4/6/2019 10:26
anandmahindra TCS All credit goes modi sarkar,4/6/2019 10:25
anandmahindra TCS Thats coz businessman cannot delay requests If l ,4/6/2019 10:24
anandmahindra TCS All employees TCS cooperative determined creating New India Bu ,4/6/2019 10:24
kathiravansudha Issk anandmahindra TCS I renewed passport n renew ,4/6/2019 10:24
SubhodeepChatj anandmahindra TCS U see change Bjp wins seats I hail Trivandrum ,4/6/2019 10:23
anandmahindra TCS If way Min Ext Affairs TCS made way A ste ,4/6/2019 10:22
anandmahindra TCS What new India still get Anand clicking pictures Mahindra pidgov pass ,4/6/2019 10:22
Issk anandmahindra TCS So Senthilyou agree Sanghi govt done good joband keep ,4/6/2019 10:21
Congrats making Hump Day reward Photos UFF ,4/6/2019 10:21
PeopleTCS TCSNews Amazing work ,4/6/2019 10:21
anandmahindra TCS Despite owning competing business TechMahindra anandmahindra grace compliment ,4/6/2019 10:21
anandmahindra TCS And thanks Manmohan UPA Implement Adhar rkhuria,4/6/2019 10:21
anandmahindra TCS Got passport today hrs since I left passport Seva Kendra Things changing definitely,4/6/2019 10:21
anandmahindra TCS Had similar experience Very efficient working,4/6/2019 10:20
anandmahindra TCS Since mentioned Govt rightfully Lets also give credit PMOIndia,4/6/2019 10:19
anandmahindra TCS You visiting TCS passport PassortSeva Its hard find person ,4/6/2019 10:19
anandmahindra TCS This project implemented Your Sanghi draped eyes saw Also celebr ,4/6/2019 10:18
nithinexcess anandmahindra TCS Many people also love Modi But feel Modi doesnt care us ,4/6/2019 10:17
RT QDStores Giveaway time Do want chance WIN Spring Cleaning Hamper To enter ,4/6/2019 10:17
anandmahindra TCS Good thing zero chances corruption,4/6/2019 10:15
anandmahindra TCS But sir NRI still facing problem haveAADHAAR nri issued Aadhar unt ,4/6/2019 10:15
anandmahindra TCS Sir congratulations EAM Govt make happen However getting voter id still ,4/6/2019 10:15
SubhodeepChatj anandmahindra TCS Bhai central schemes r thr Bengal ur Didi like rebranding thm ,4/6/2019 10:15
indianuncle anandmahindra TCS Why stuck UPA NDA MMS NDM blah blah Government indivisibl ,4/6/2019 10:14
anandmahindra Anyway service Along TCS small portion service wa ,4/6/2019 10:14
anandmahindra TCS I similar pleasant experience Passport Office Raipur CG Efficiency buzzword,4/6/2019 10:13
anandmahindra TCS Agree But Only problem police verification cost actual fees passpor ,4/6/2019 10:12
anandmahindra TCS You big heart anandmahindra Sir worth follow,4/6/2019 10:12
OMRcat Grateful Shri Anand Mahindra went Passport Seva Program experience also ,4/6/2019 10:11
RT sumitkashyapjha anandmahindra TCS Tech Mahindra could done better job probably UFA,4/6/2019 10:11
nithinexcess anandmahindra TCS That Lok Sabha elections Rest assured must much g ,4/6/2019 10:11
anandmahindra TCS I pay Rs update information Aadhaar spent hrs task Maybe le ,4/6/2019 10:10
anandmahindra TCS You class anandmahindra Good see professionalism appreciation genuine goo ,4/6/2019 10:10
anandmahindra TCS Thanks UPA,4/6/2019 10:10
anandmahindra TCS True sir It much easier simpler fast,4/6/2019 10:09
TCS Go lad,4/6/2019 10:09
RT TEALWALK Help fight ovarian cancer run Tell Every Amazing Lady® TCS New York City Marathon ,4/6/2019 10:09
TCS Tata Consultancy Services BaNCS payment system seamlessly connect Ripplenet  Ripple,4/6/2019 10:09
anandmahindra TCS Thats true,4/6/2019 10:08
anthonyjos anandmahindra TCS Mumbai passport office always corruption less unlike famous capital brothers,4/6/2019 10:08
RT JITENDRA PiyushGoyalOffc students kya kre tcs rrb bjp govt ka ham ne bjp govtko bot glt diya ye govt bilkul student ki,4/6/2019 10:07
anandmahindra TCS Yes sir tcs wonderful job I still remember I applied first tim ,4/6/2019 10:07
CTMazza Nearly,4/6/2019 10:07
anandmahindra rsprasad TCS Sir TCS operation year back BBSR passport office streamlined ,4/6/2019 10:06
anandmahindra TCS RahulGandhi yadavakhilesh rssurjewala ShatruSinha yadavtejashwi sir new India wh ,4/6/2019 10:06
indianuncle anandmahindra TCS Even thalkal passport takes day deliver got normal passport single day Sounds true,4/6/2019 10:05
anandmahindra TCS If congress wants also counted MCC violation UFUF,4/6/2019 10:05
What spirit UFFUFFBUFA anandmahindra TCS DigitalIndia ExperianceCentainity ,4/6/2019 10:05
anandmahindra TCS Yes TCS The procedure simple efficient less time consuming ,4/6/2019 10:05
anandmahindra TCS Yes new India This exactly needed every sectorsevery offices All citizen ,4/6/2019 10:05
It really feels great competitordignified customer appreciates nice work done company TCS ,4/6/2019 10:04
anandmahindra TCS Sir aap bade aadmi ho u got easily running month stil ,4/6/2019 10:04
anandmahindra TCS Those guys professional lightening quick,4/6/2019 10:03
anandmahindra TCS Did passport Did never visit passport office Alibaag ,4/6/2019 10:02
PiyushGoyalOffc students kya kre tcs rrb bjp govt ka ham ne bjp govtko bot glt diya ye govt bilkul student ki farwa nhi krti,4/6/2019 10:02
Thinking creatively TCSConf ,4/6/2019 10:01
Issk anandmahindra TCS Passport services improved quantum leap last years Cannot denied,4/6/2019 10:01
asifd anandmahindra TCS AskAnshul Once Nehru planted tree Thanks Nehru oxygenUFUFUFUFB,4/6/2019 10:01
anandmahindra TCS YesSame experience Passport office Pune TCS SushmaSwaraj You rised expecta ,4/6/2019 10:01
anandmahindra TCS Thats Anand Mahindra sircheck situation common man,4/6/2019 10:00
anandmahindra TCS This man pure goldUFF,4/6/2019 10:00
anandmahindra TCS You got VIP treatment,4/6/2019 10:00
RT indianuncle anandmahindra TCS I received passport day UPA times amp normal application Processes,4/6/2019 9:59
TCS Much lump,4/6/2019 9:59
anandmahindra TCS Thats great take Aadhar passport remote  climb ,4/6/2019 9:58
anandmahindra TCS The process passport made easy common people also getting passport thats great India UFDUFDUFD,4/6/2019 9:58
anandmahindra TCS anandmahindra give time mahindra agri solution They cheating farmers amp ,4/6/2019 9:57
anandmahindra TCS I similar excellent experience I went renewal Hassle free within smooth Remem ,4/6/2019 9:57
Akumarkushawaha RRBKOLKATA TCS PiyushGoyal PiyushGoyalOffc sir matter forwarded railway bharti board office,4/6/2019 9:56
vipin anandmahindra TCS In process digitised efficient I try days boo ,4/6/2019 9:55
anandmahindra TCS SushmaSwaraj NoorRahmanIFS CGIJeddah Only today I submitted renewal,4/6/2019 9:54
pvyas anandmahindra TCS That rhymes UF ,4/6/2019 9:54
anandmahindra TCS Found process streamlined On alternate note want process foreign children f ,4/6/2019 9:54
anandmahindra TCS Sir I request u pls instructions club mahindra propertys writing dont west food ,4/6/2019 9:54
And beginning new India seen nothing yet I remain optimistic greater ,4/6/2019 9:54
anandmahindra TCS Not fact sir see service Jeddah get renewal passport I need wait ,4/6/2019 9:54
anandmahindra TCS After looking comments I think thank Nehru UFUFUF PKMKB thankyounehru,4/6/2019 9:53
anandmahindra TCS TataCompanies Yes sir This new India efficient leadership SushmaSwaraj ,4/6/2019 9:53
anandmahindra TCS Have heard lot great reviews Passport service centres Mumbai,4/6/2019 9:52
anandmahindra TCS I hope give least good quality one scans kiosks,4/6/2019 9:52
SahukarShivaraj anandmahindra TCS AskAnshul Worldnice,4/6/2019 9:52
anandmahindra TCS years ago become What change Was possible without Modi,4/6/2019 9:51
WAPDA Mangla Dam Jobs MaleFemale MatricMiddle Y LDApr FormTCS Availble DECENT PHOTOCOPY ELLAH ABAD,4/6/2019 9:50
anandmahindra TCS Are leaving country,4/6/2019 9:50
anandmahindra TCS Thats next level Tech Mahindra praising TCS giving respect due I ,4/6/2019 9:50
anandmahindra TCS Would like know experience common person applying passport similar yoursMr Mahindra,4/6/2019 9:49
anandmahindra TCS Sir uniform across Had similar delight Patna,4/6/2019 9:49
anandmahindra TCS A true sign winner learn appreciate competitor,4/6/2019 9:49
anandmahindra TCS Yes I also experienced agility amp efficiency passport Kendra Great work Ministry FA amp tcs,4/6/2019 9:49
anandmahindra TCS One biggest transformations New IndiaUFF,4/6/2019 9:49
LeoHadjiloizou Hodor Ripple TCS haydentiff XRPTrump BankXRP XrpCenter ThinkingCrypto digitalassetbuy ,4/6/2019 9:48
Issk anandmahindra TCS A sanghi one forward Gurumoorthy level tweetsnot Anand Mahindra lol,4/6/2019 9:47
Issk anandmahindra TCS Hey dude u Narrow Minded Anand Sir jst Honest Appreciating TCS ,4/6/2019 9:47
anandmahindra TCS Absolutely sir parents applied renewal March end got renewed ones already ,4/6/2019 9:47
OhWhyWhyMe srikanthbjp anandmahindra TCS No doubt least agree intent Modi CON ,4/6/2019 9:47
Abhishekasfb varchitra SahukarShivaraj Binuiv anandmahindra TCS Today never value small time politician ,4/6/2019 9:46
anandmahindra TCS Just awesome,4/6/2019 9:46
KSingh srikanthbjp anandmahindra TCS Thats different funny discussion I wont go work ,4/6/2019 9:46
SubhodeepChatj anandmahindra TCS Oh wait till west Bengal turns saffron,4/6/2019 9:45
anandmahindra TCS Sir Now labelled BHAKT UFA,4/6/2019 9:45
anandmahindra TCS murderofmerit Sir need support The young India wishes shall ch ,4/6/2019 9:44
anandmahindra TCS place dont need sifarish extra money You come documents bes ,4/6/2019 9:44
anandmahindra TCS PSk team really fast solutions friendly experience Gurgaon PSk awesome thanks u sir,4/6/2019 9:44
anandmahindra prasannavishy TCS TCS making digital breakthrough technology enabled easy process even ,4/6/2019 9:44
anandmahindra TCS That way We people need appreciate good work support good initiative govt make India grt,4/6/2019 9:43
anandmahindra TCS Good job SushmaSwaraj And nice Anand sir acknowledge appreciate good work government agency,4/6/2019 9:43
Hope buying TCS UFAUFA ,4/6/2019 9:42
Abhishekasfb varchitra SahukarShivaraj Binuiv anandmahindra TCS I hatred anyone,4/6/2019 9:42
anandmahindra TCS Of course Government doesnt give damn east India Continuously developing W ,4/6/2019 9:42
OhWhyWhyMe srikanthbjp anandmahindra TCS None get CONgress regime,4/6/2019 9:42
anandmahindra TCS Sir New India since I applied parents renewal They ,4/6/2019 9:41
anandmahindra TCS Really TCS good job That Rural applicants much caring witnessed Chennai Tamabaram office,4/6/2019 9:41
anandmahindra TCS PSKs together different experience Beat world class And ru ,4/6/2019 9:41
anandmahindra TCS Sir anandmahindra Really Am Inspired You positive amp optimistic amp inspiring character ,4/6/2019 9:41
RT raahulraina anandmahindra TCS Wonderful see Personalities setting examples Once day ordinary citizen UFA,4/6/2019 9:40
anandmahindra TCS Respectslucky ushall v say guys hv luck world Yeshuge improvement Pass ,4/6/2019 9:40
anandmahindra TCS For croprotes everything start,4/6/2019 9:40
anandmahindra TCS Got passport week NCR So yes Bravo digitized India,4/6/2019 9:39
anandmahindra RavikrishnaI TCS Kudus In Mumbai heat dare wear jacket,4/6/2019 9:39
anandmahindra TCS And top Tatkal UFA,4/6/2019 9:38
sumitkashyapjha anandmahindra TCS He Bootlicking get contract,4/6/2019 9:38
anandmahindra TCS IndeedThis branch excellent service,4/6/2019 9:38
